Time,Ax,Ay,Az,Gx,Gy,Gz
11:40:38:207,0.01,-9.58,0.22,-0.20,-0.12,-0.44
11:40:38:224,9.84,0.28,0.49,-0.16,-0.08,-0.26
11:40:38:244,9.80,0.28,0.51,-0.16,-0.04,-0.46
11:40:38:264,9.80,0.28,0.48,-0.22,-0.10,-0.38
11:40:38:284,9.80,0.27,0.50,-0.20,-0.05,-0.33
11:40:38:304,9.81,0.28,0.49,-0.24,-0.12,-0.40
11:40:38:324,9.82,0.27,0.50,-0.20,-0.19,-0.39
11:40:38:344,9.82,0.29,0.49,-0.21,-0.14,-0.34
11:40:38:364,9.81,0.28,0.49,-0.11,-0.11,-0.39
11:40:38:384,9.82,0.28,0.47,-0.12,-0.06,-0.42
11:40:38:404,9.82,0.26,0.49,-0.16,-0.12,-0.38
11:40:38:424,9.80,0.26,0.49,-0.17,-0.14,-0.33
11:40:38:444,9.82,0.27,0.49,-0.20,-0.12,-0.45
11:40:38:464,9.80,0.28,0.49,-0.21,-0.12,-0.41
11:40:38:484,9.80,0.27,0.49,-0.14,-0.14,-0.39
11:40:38:504,9.81,0.29,0.49,-0.26,-0.31,-0.40
11:40:38:524,9.81,0.27,0.47,-0.09,-0.14,-0.39
11:40:38:544,9.81,0.26,0.48,-0.17,-0.02,-0.41
11:40:38:564,9.80,0.29,0.49,-0.21,-0.03,-0.37
11:40:38:584,9.82,0.27,0.49,-0.21,-0.19,-0.47
11:40:38:604,9.80,0.26,0.49,-0.16,-0.22,-0.36
11:40:38:624,9.80,0.25,0.49,-0.21,-0.19,-0.36
11:40:38:644,9.82,0.27,0.49,-0.20,-0.09,-0.37
11:40:38:664,9.80,0.29,0.51,-0.20,-0.12,-0.39
11:40:38:684,9.80,0.26,0.49,-0.23,-0.28,-0.37
11:40:38:704,9.83,0.28,0.48,-0.23,-0.14,-0.36
11:40:38:724,9.80,0.28,0.50,-0.20,-0.23,-0.38
11:40:38:744,9.80,0.26,0.51,-0.21,-0.05,-0.31
11:40:38:764,9.81,0.26,0.51,-0.14,-0.09,-0.44
11:40:38:784,9.82,0.28,0.49,-0.25,-0.29,-0.40
11:40:38:804,9.82,0.27,0.49,-0.19,-0.17,-0.37
11:40:38:824,9.81,0.25,0.51,-0.26,-0.23,-0.28
11:40:38:844,9.80,0.26,0.50,-0.28,-0.23,-0.37
11:40:38:864,9.83,0.26,0.51,-0.18,-0.09,-0.32
11:40:38:884,9.82,0.26,0.51,-0.23,-0.27,-0.39
11:40:38:904,9.81,0.26,0.49,-0.14,-0.12,-0.52
11:40:38:924,9.80,0.27,0.49,-0.15,-0.25,-0.26
11:40:38:944,9.84,0.26,0.49,-0.20,-0.18,-0.31
11:40:38:964,9.80,0.27,0.49,-0.20,-0.20,-0.47
11:40:38:984,9.81,0.28,0.49,-0.20,-0.21,-0.37
11:40:39:004,9.80,0.28,0.48,-0.15,-0.12,-0.24
11:40:39:024,9.81,0.25,0.49,-0.11,-0.06,-0.50
11:40:39:044,9.80,0.25,0.51,-0.12,-0.14,-0.30
11:40:39:064,9.83,0.28,0.49,-0.12,-0.08,-0.35
11:40:39:084,9.79,0.25,0.49,-0.10,-0.20,-0.36
11:40:39:104,9.84,0.27,0.45,-0.20,-0.21,-0.37
11:40:39:124,9.82,0.29,0.49,-0.24,-0.25,-0.34
11:40:39:144,9.82,0.26,0.50,-0.22,-0.17,-0.44
11:40:39:164,9.80,0.27,0.49,-0.24,-0.29,-0.34
11:40:39:184,9.83,0.27,0.50,-0.20,-0.16,-0.40
11:40:39:204,9.81,0.26,0.49,-0.22,-0.09,-0.35
11:40:39:224,9.80,0.27,0.49,-0.14,-0.10,-0.37
11:40:39:244,9.80,0.27,0.50,-0.19,-0.32,-0.42
11:40:39:264,9.82,0.27,0.49,-0.25,-0.19,-0.37
11:40:39:284,9.83,0.27,0.47,-0.16,-0.09,-0.37
11:40:39:304,9.80,0.27,0.52,-0.18,-0.23,-0.31
11:40:39:324,9.80,0.26,0.50,-0.24,-0.14,-0.45
11:40:39:344,9.82,0.28,0.49,-0.17,-0.23,-0.41
11:40:39:364,9.80,0.25,0.48,-0.23,-0.33,-0.33
11:40:39:384,9.80,0.25,0.49,-0.25,-0.26,-0.36
11:40:39:404,9.81,0.26,0.51,-0.20,-0.27,-0.38
11:40:39:424,9.80,0.28,0.48,-0.08,-0.10,-0.39
11:40:39:444,9.81,0.26,0.48,-0.23,-0.18,-0.43
11:40:39:464,9.82,0.26,0.49,-0.19,-0.23,-0.27
11:40:39:484,9.80,0.27,0.49,-0.24,-0.29,-0.34
11:40:39:504,9.80,0.26,0.50,-0.17,-0.09,-0.36
11:40:39:524,9.81,0.27,0.50,-0.17,-0.08,-0.37
11:40:39:544,9.82,0.25,0.48,-0.20,-0.16,-0.40
11:40:39:564,9.80,0.27,0.50,-0.16,-0.12,-0.42
11:40:39:584,9.80,0.26,0.48,-0.24,-0.27,-0.31
11:40:39:604,9.82,0.27,0.48,-0.15,-0.10,-0.38
11:40:39:624,9.80,0.28,0.52,-0.14,0.01,-0.47
11:40:39:644,9.80,0.24,0.48,-0.20,-0.10,-0.40
11:40:39:664,9.79,0.27,0.50,-0.19,-0.08,-0.31
11:40:39:684,9.80,0.25,0.50,-0.21,-0.19,-0.39
11:40:39:704,9.83,0.25,0.48,-0.14,-0.17,-0.37
11:40:39:724,9.82,0.25,0.51,-0.17,-0.06,-0.38
11:40:39:744,9.81,0.26,0.49,-0.19,-0.13,-0.45
11:40:39:764,9.82,0.27,0.49,-0.16,-0.17,-0.30
11:40:39:784,9.83,0.29,0.49,-0.21,-0.14,-0.30
11:40:39:804,9.81,0.25,0.51,-0.15,-0.19,-0.45
11:40:39:824,9.80,0.28,0.52,-0.28,-0.23,-0.41
11:40:39:845,9.83,0.27,0.51,-0.17,-0.29,-0.26
11:40:39:864,9.81,0.26,0.49,-0.16,-0.07,-0.46
11:40:39:884,9.81,0.29,0.49,-0.23,-0.24,-0.44
11:40:39:904,9.81,0.28,0.47,-0.17,-0.09,-0.36
11:40:39:924,9.81,0.28,0.49,-0.16,-0.19,-0.40
