Time,Ax,Ay,Az,Gx,Gy,Gz
19:04:51:6505,-8.81,-1.98,-3.42,-0.72,0.36,0.85
19:04:51:6705,-8.82,-2.00,-3.39,-0.40,-0.37,0.41
19:04:51:6905,-8.82,-1.96,-3.36,-0.54,-0.50,-0.06
19:04:51:7105,-8.82,-1.97,-3.36,-0.28,-0.52,-0.37
19:04:51:7305,-8.82,-2.04,-3.28,0.02,0.13,-0.47
19:04:51:7526,-8.79,-2.07,-3.34,0.65,1.48,-1.22
19:04:51:7705,-8.82,-1.93,-3.42,1.37,0.98,-2.26
19:04:51:7905,-8.83,-1.94,-3.47,1.46,0.74,-2.24
19:04:51:8105,-8.84,-1.84,-3.53,1.31,-0.65,-1.78
19:04:51:8305,-8.87,-1.83,-3.41,0.16,-1.68,-0.66
19:04:51:8505,-8.85,-1.86,-3.30,-1.61,-1.51,0.62
19:04:51:8705,-8.82,-1.99,-3.27,-0.86,-0.97,1.29
19:04:51:8905,-8.82,-1.96,-3.35,-0.51,-0.26,0.89
19:04:51:9105,-8.82,-1.98,-3.36,-0.44,0.64,0.39
19:04:51:9306,-8.81,-2.01,-3.32,-0.79,0.92,0.22
19:04:51:9506,-8.81,-1.96,-3.34,-0.20,1.36,-0.37
19:04:51:9706,-8.81,-1.93,-3.43,0.86,1.37,-0.42
19:04:51:9906,-8.82,-1.97,-3.41,0.41,1.12,-0.29
19:04:52:0106,-8.81,-1.92,-3.50,-0.55,1.02,-0.39
19:04:52:0307,-8.82,-1.95,-3.42,-0.74,0.42,-0.12
19:04:52:0507,-8.82,-1.96,-3.38,-0.39,0.09,-0.10
19:04:52:0706,-8.81,-1.99,-3.47,0.25,-0.24,0.10
19:04:52:0906,-8.80,-2.01,-3.43,-0.38,-0.24,-0.13
19:04:52:1106,-8.80,-2.01,-3.37,-0.52,-0.17,-0.97
19:04:52:1306,-8.79,-1.93,-3.43,0.50,0.10,-1.58
19:04:52:1506,-8.82,-1.93,-3.47,1.31,-0.29,-1.43
19:04:52:1707,-8.81,-1.96,-3.41,0.01,-1.11,-1.21
19:04:52:1907,-8.81,-2.02,-3.35,-0.98,-0.47,-1.44
19:04:52:2107,-8.80,-1.98,-3.38,0.52,0.21,-2.45
19:04:52:2307,-8.80,-1.97,-3.46,2.26,0.33,-3.18
19:04:52:2528,-8.82,-1.90,-3.56,2.95,-1.15,-3.55
19:04:52:2707,-8.85,-1.86,-3.50,2.82,-2.60,-3.43
19:04:52:2907,-8.87,-1.80,-3.39,1.22,-2.85,-2.75
19:04:52:3107,-8.90,-1.78,-3.38,-0.20,-1.98,-1.72
19:04:52:3307,-8.87,-1.77,-3.35,-0.52,-0.92,-0.22
19:04:52:3507,-8.84,-1.88,-3.38,-0.78,-0.25,1.10
19:04:52:3707,-8.84,-1.88,-3.39,-0.84,-0.22,0.92
19:04:52:3907,-8.80,-1.93,-3.43,-1.07,-0.05,0.70
19:04:52:4107,-8.82,-1.94,-3.40,-0.93,-0.37,0.41
19:04:52:4307,-8.82,-1.90,-3.37,-0.87,-0.27,0.28
19:04:52:4507,-8.82,-1.91,-3.35,-0.89,-0.09,0.29
19:04:52:4707,-8.84,-1.91,-3.34,-0.60,0.10,-0.03
19:04:52:4907,-8.83,-1.89,-3.43,-0.20,0.21,-0.12
19:04:52:5107,-8.90,-1.79,-3.06,1.31,-0.42,0.55
19:04:52:5308,-8.88,-1.73,-3.48,2.38,1.31,2.18
19:04:52:5507,-8.84,-1.85,-3.42,-0.46,1.96,3.44
19:04:52:5707,-8.78,-2.05,-3.41,-1.61,2.44,4.05
19:04:52:5907,-8.73,-2.22,-3.47,-1.29,2.31,2.10
19:04:52:6107,-8.76,-2.01,-3.58,-1.88,1.14,-0.90
19:04:52:6307,-8.79,-1.95,-3.43,-2.32,-0.94,-2.33
19:04:52:6507,-8.84,-1.92,-3.26,-0.60,-1.64,-2.29
19:04:52:6707,-8.83,-1.94,-3.40,0.28,-0.50,-1.94
19:04:52:6907,-8.82,-1.89,-3.47,0.68,-0.56,-2.05
19:04:52:7107,-8.82,-1.94,-3.42,-0.17,-1.11,-1.97
19:04:52:7307,-8.85,-1.86,-3.34,-1.04,-0.77,-1.86
19:04:52:7529,-8.85,-1.87,-3.39,0.09,-0.12,-1.47
19:04:52:7707,-8.84,-1.92,-3.40,0.48,0.29,-0.69
19:04:52:7908,-8.82,-1.94,-3.43,-0.13,0.48,-0.54
19:04:52:8107,-8.82,-1.88,-3.43,-0.22,-0.13,-0.75
19:04:52:8308,-8.83,-1.87,-3.43,-0.27,-0.47,-0.34
19:04:52:8507,-8.81,-1.96,-3.40,-0.91,-0.43,-0.21
19:04:52:8708,-8.84,-1.91,-3.40,-0.90,-0.39,-0.50
19:04:52:8908,-8.85,-1.87,-3.42,0.24,-0.39,-0.52
19:04:52:9108,-8.82,-1.93,-3.38,-0.01,-0.25,-0.06
19:04:52:9307,-8.84,-1.92,-3.43,-0.25,-0.09,0.04
19:04:52:9507,-8.82,-1.90,-3.40,-0.92,-0.39,0.12
19:04:52:9707,-8.83,-1.92,-3.37,-1.13,-0.24,0.02
19:04:52:9907,-8.82,-1.92,-3.37,-0.98,0.18,0.23
19:04:53:0107,-8.83,-1.90,-3.36,-0.42,0.30,0.60
19:04:53:0308,-8.80,-1.94,-3.47,-0.26,0.62,0.52
19:04:53:0508,-8.81,-1.96,-3.45,-0.76,-0.12,0.34
19:04:53:0707,-8.81,-1.96,-3.36,-0.74,-0.07,-0.28
19:04:53:0907,-8.81,-1.96,-3.37,-0.07,0.16,-0.58
19:04:53:1107,-8.80,-1.94,-3.42,0.92,0.26,-0.76
19:04:53:1307,-8.82,-1.91,-3.47,0.99,-0.13,-1.00
19:04:53:1507,-8.83,-1.92,-3.42,0.17,-0.58,-1.01
19:04:53:1707,-8.83,-1.91,-3.38,-0.50,-0.49,-0.74
19:04:53:1907,-8.81,-1.84,-3.38,-0.12,0.04,-0.38
19:04:53:2107,-8.84,-1.92,-3.42,-0.27,0.02,0.18
19:04:53:2308,-8.83,-1.93,-3.38,-0.60,0.00,0.39
19:04:53:2530,-8.82,-1.96,-3.38,-0.92,0.55,0.20
19:04:53:2707,-8.81,-1.94,-3.43,-0.68,0.61,0.02
19:04:53:2908,-8.82,-1.94,-3.45,-0.16,-0.08,0.12
19:04:53:3108,-8.81,-1.98,-3.41,-0.03,-0.38,-0.04
19:04:53:3308,-8.81,-1.94,-3.40,-0.40,-0.41,-0.70
19:04:53:3508,-8.82,-1.91,-3.42,-0.09,-0.18,-0.94
19:04:53:3708,-8.82,-1.93,-3.43,0.00,-0.06,-0.62
19:04:53:3908,-8.82,-1.89,-3.39,-0.52,-0.39,-0.39
19:04:53:4108,-8.82,-1.93,-3.37,-0.80,-0.38,0.16
19:04:53:4308,-8.81,-1.93,-3.37,-0.26,-0.21,0.07
19:04:53:4508,-8.82,-1.95,-3.36,0.09,0.27,-0.03
19:04:53:4708,-8.81,-1.96,-3.44,-0.25,0.95,-0.28
19:04:53:4908,-8.80,-1.92,-3.48,-0.19,1.07,-0.56
19:04:53:5108,-8.82,-1.92,-3.42,-0.50,-0.06,-0.73
19:04:53:5309,-8.83,-1.93,-3.41,-0.47,-0.54,-0.69
19:04:53:5508,-8.80,-1.96,-3.40,-0.36,-0.41,-0.69
19:04:53:5708,-8.82,-1.93,-3.38,-0.05,-0.16,-0.89
19:04:53:5908,-8.82,-1.93,-3.40,0.17,0.19,-0.71
19:04:53:6108,-8.82,-1.94,-3.48,0.19,0.26,-0.43
19:04:53:6308,-8.82,-1.92,-3.43,-0.58,-0.20,-0.31
19:04:53:6508,-8.83,-1.91,-3.43,-0.34,-0.42,-0.13
19:04:53:6708,-8.82,-1.92,-3.44,-0.28,-0.58,0.08
19:04:53:6908,-8.80,-1.94,-3.38,-0.54,-0.36,-0.03
19:04:53:7108,-8.82,-1.95,-3.38,-0.09,-0.60,-0.03
19:04:53:7308,-8.79,-1.96,-3.38,0.08,-0.03,-0.48
19:04:53:7530,-8.82,-1.94,-3.41,0.49,-0.03,-0.79
19:04:53:7708,-8.79,-1.96,-3.44,0.66,-0.14,-0.87
19:04:53:7909,-8.81,-1.93,-3.43,0.52,-0.40,-1.33
19:04:53:8108,-8.82,-1.88,-3.44,-0.23,-0.48,-1.41
19:04:53:8309,-8.82,-1.91,-3.36,-0.69,-0.64,-1.03
19:04:53:8508,-8.84,-1.88,-3.38,-0.20,-0.13,-0.84
19:04:53:8708,-8.81,-1.89,-3.42,0.14,0.01,-0.41
19:04:53:8908,-8.82,-1.89,-3.44,0.22,0.05,-0.16
19:04:53:9108,-8.82,-1.93,-3.38,-0.26,-0.03,0.01
19:04:53:9307,-8.83,-1.95,-3.37,-0.06,0.06,-0.04
19:04:53:9507,-8.81,-1.95,-3.43,0.10,0.37,-0.13
19:04:53:9708,-8.82,-1.93,-3.45,0.27,0.10,-0.52
19:04:53:9908,-8.81,-1.93,-3.43,-0.05,-0.21,-0.52
19:04:54:0108,-8.82,-1.92,-3.42,-0.33,-0.36,-0.50
19:04:54:0309,-8.83,-1.89,-3.46,-0.30,-0.20,-0.52
19:04:54:0508,-8.82,-1.91,-3.44,-0.85,-0.31,-0.44
19:04:54:0708,-8.83,-1.89,-3.38,-0.86,-0.52,-0.33
19:04:54:0908,-8.82,-1.89,-3.38,-0.74,-0.58,-0.16
19:04:54:1108,-8.80,-1.96,-3.43,-0.16,-0.36,0.45
19:04:54:1308,-8.82,-1.93,-3.43,-0.54,-0.40,0.55
19:04:54:1508,-8.81,-1.93,-3.39,-1.03,-0.60,0.51
19:04:54:1708,-8.82,-1.95,-3.42,-0.44,-0.29,0.21
19:04:54:1908,-8.80,-1.96,-3.37,-0.04,-0.62,-0.05
19:04:54:2108,-8.82,-1.94,-3.35,-0.06,-0.25,-0.48
19:04:54:2308,-8.81,-1.97,-3.39,-0.09,0.37,-0.85
19:04:54:2530,-8.84,-1.92,-3.42,0.25,0.74,-1.10
19:04:54:2708,-8.83,-1.90,-3.48,0.07,0.49,-0.89
19:04:54:2908,-8.82,-1.89,-3.44,-0.32,-0.06,-0.50
19:04:54:3108,-8.81,-1.94,-3.37,-0.31,-0.51,-0.26
19:04:54:3308,-8.82,-1.91,-3.37,-0.09,-0.15,-0.34
19:04:54:3508,-8.82,-1.93,-3.38,-0.15,0.29,-0.13
19:04:54:3708,-8.82,-1.97,-3.43,-0.61,0.41,-0.09
19:04:54:3908,-8.82,-1.94,-3.43,-0.36,0.19,-0.36
19:04:54:4108,-8.82,-1.94,-3.44,-0.08,-0.41,-0.31
19:04:54:4308,-8.81,-1.96,-3.33,0.08,-0.48,-0.42
19:04:54:4508,-8.81,-1.95,-3.38,0.45,-0.25,-0.85
19:04:54:4708,-8.82,-1.90,-3.43,0.52,-0.20,-1.20
19:04:54:4908,-8.86,-1.88,-3.44,0.37,-0.50,-1.04
19:04:54:5108,-8.83,-1.91,-3.40,-0.31,-0.57,-0.52
19:04:54:5308,-8.81,-1.94,-3.37,-0.76,-0.05,-0.44
19:04:54:5508,-8.82,-1.93,-3.40,-0.43,0.38,-0.37
19:04:54:5708,-8.83,-1.91,-3.39,-0.19,0.37,-0.28
19:04:54:5908,-8.82,-1.91,-3.37,0.12,0.17,-0.24
19:04:54:6108,-8.82,-1.92,-3.47,0.35,0.09,-0.22
19:04:54:6309,-8.81,-1.92,-3.46,-0.35,-0.21,-0.19
19:04:54:6509,-8.83,-1.92,-3.39,-0.85,-0.44,-0.26
19:04:54:6709,-8.81,-1.92,-3.37,-0.34,-0.38,-0.26
19:04:54:6909,-8.83,-1.95,-3.43,0.25,0.06,-0.71
19:04:54:7109,-8.82,-1.93,-3.43,0.62,-0.17,-0.74
19:04:54:7309,-8.81,-1.95,-3.45,0.43,-0.24,-0.81
19:04:54:7530,-8.84,-1.88,-3.41,-0.04,-0.46,-0.96
19:04:54:7709,-8.82,-1.91,-3.38,-0.39,-0.13,-0.76
19:04:54:7909,-8.83,-1.88,-3.43,0.12,0.24,-0.73
19:04:54:8109,-8.82,-1.93,-3.40,0.47,-0.21,-0.34
19:04:54:8309,-8.83,-1.92,-3.41,0.31,-0.26,-0.29
19:04:54:8509,-8.82,-1.91,-3.42,0.31,0.16,-0.39
19:04:54:8709,-8.82,-1.89,-3.45,0.36,0.34,-0.14
19:04:54:8909,-8.82,-1.91,-3.43,-0.13,-0.18,-0.09
19:04:54:9109,-8.83,-1.88,-3.43,-0.40,-0.44,-0.21
19:04:54:9308,-8.83,-1.90,-3.37,-0.61,-0.49,0.40
19:04:54:9508,-8.83,-1.91,-3.39,-0.98,-0.17,0.43
19:04:54:9708,-8.82,-1.95,-3.48,-1.08,0.07,0.29
19:04:54:9908,-8.81,-1.88,-3.43,-1.00,-0.33,0.07
19:04:55:0108,-8.81,-1.95,-3.34,-1.11,0.03,0.04
19:04:55:0309,-8.81,-1.94,-3.42,-0.42,0.57,-0.14
19:04:55:0508,-8.81,-1.91,-3.45,-0.12,0.31,-0.34
19:04:55:0708,-8.82,-1.93,-3.44,-0.31,-0.25,-0.44
19:04:55:0908,-8.80,-1.91,-3.42,-0.20,-0.71,-0.75
19:04:55:1108,-8.80,-1.95,-3.40,0.18,-0.40,-0.74
19:04:55:1308,-8.82,-1.95,-3.43,0.03,-0.11,-0.99
19:04:55:1508,-8.82,-1.88,-3.42,0.17,-0.34,-1.10
19:04:55:1708,-8.82,-1.91,-3.41,-0.10,-0.42,-0.77
