Time,Ax,Ay,Az,Gx,Gy,Gz
18:56:46:9144,-8.48,4.26,-2.11,-0.23,0.09,-0.35
18:56:46:9343,-8.48,4.30,-2.11,-0.32,-0.08,-0.29
18:56:46:9543,-8.54,4.27,-2.10,-0.26,0.15,0.04
18:56:46:9744,-8.56,4.22,-2.13,-0.47,0.41,-0.26
18:56:46:9943,-8.49,4.29,-2.10,-0.34,0.37,-0.55
18:56:47:0143,-8.49,4.27,-2.17,-0.32,0.05,-0.49
18:56:47:0343,-8.51,4.28,-2.12,-0.20,-0.16,-0.44
18:56:47:0543,-8.50,4.27,-2.13,-0.11,-0.31,-0.42
18:56:47:0743,-8.50,4.29,-2.14,-0.16,-0.11,-0.47
18:56:47:0943,-8.50,4.27,-2.14,-0.02,-0.16,-0.47
18:56:47:1143,-8.51,4.29,-2.10,-0.04,-0.06,-0.44
18:56:47:1343,-8.49,4.28,-2.12,-0.08,-0.11,-0.50
18:56:47:1543,-8.52,4.28,-2.16,-0.11,-0.22,-0.54
18:56:47:1744,-8.51,4.26,-2.08,-0.04,-0.44,-0.44
18:56:47:1965,-8.53,4.29,-2.10,-0.11,-0.20,-0.46
18:56:47:2143,-8.52,4.28,-2.17,-0.25,-0.06,-0.51
18:56:47:2344,-8.50,4.28,-2.12,-0.11,-0.25,-0.56
18:56:47:2543,-8.49,4.28,-2.06,-0.21,-0.23,-0.45
18:56:47:2744,-8.50,4.29,-2.13,-0.27,-0.11,-0.32
18:56:47:2944,-8.51,4.27,-2.11,-0.24,0.03,-0.26
18:56:47:3144,-8.50,4.28,-2.12,-0.36,0.20,-0.28
18:56:47:3344,-8.53,4.28,-2.13,-0.29,0.08,-0.37
18:56:47:3544,-8.52,4.27,-2.16,-0.26,-0.02,-0.38
18:56:47:3744,-8.51,4.28,-2.11,-0.26,0.03,-0.60
18:56:47:3944,-8.50,4.28,-2.14,-0.23,-0.12,-0.51
18:56:47:4144,-8.51,4.30,-2.15,-0.12,0.04,-0.49
18:56:47:4344,-8.52,4.28,-2.12,-0.19,-0.09,-0.38
18:56:47:4544,-8.50,4.30,-2.17,-0.25,-0.25,-0.45
18:56:47:4745,-8.51,4.30,-2.11,-0.11,-0.52,-0.52
18:56:47:4944,-8.50,4.29,-2.09,0.04,-0.27,-0.48
18:56:47:5144,-8.49,4.27,-2.09,-0.05,-0.08,-0.55
18:56:47:5344,-8.49,4.30,-2.10,-0.20,-0.25,-0.44
18:56:47:5544,-8.49,4.29,-2.14,-0.21,-0.17,-0.28
18:56:47:5744,-8.51,4.29,-2.10,-0.19,-0.21,-0.26
18:56:47:5944,-8.55,4.27,-2.06,-0.26,-0.11,-0.48
18:56:47:6144,-8.53,4.28,-2.11,-0.26,0.38,-0.77
18:56:47:6344,-8.51,4.29,-2.15,-0.52,0.49,-0.85
18:56:47:6544,-8.46,4.29,-2.17,-0.32,0.29,-0.89
18:56:47:6744,-8.48,4.31,-2.16,-0.28,-0.29,-0.34
18:56:47:6966,-8.54,4.28,-2.06,-0.11,-0.51,-0.18
18:56:47:7144,-8.54,4.28,-2.11,-0.19,-0.20,-0.24
18:56:47:7345,-8.52,4.30,-2.16,-0.10,-0.05,-0.52
18:56:47:7544,-8.51,4.28,-2.13,-0.01,-0.17,-0.55
18:56:47:7744,-8.49,4.29,-2.16,-0.08,-0.14,-0.58
18:56:47:7944,-8.48,4.30,-2.13,-0.06,-0.33,-0.35
18:56:47:8144,-8.55,4.27,-2.15,-0.07,-0.29,-0.21
18:56:47:8344,-8.55,4.26,-2.05,-0.14,-0.25,-0.40
18:56:47:8544,-8.48,4.29,-2.10,-0.07,0.14,-0.67
18:56:47:8744,-8.49,4.29,-2.13,-0.19,0.28,-0.44
18:56:47:8944,-8.49,4.30,-2.14,-0.24,-0.05,-0.30
18:56:47:9144,-8.51,4.28,-2.11,-0.34,-0.26,-0.19
18:56:47:9344,-8.51,4.30,-2.11,-0.28,-0.21,-0.20
18:56:47:9544,-8.53,4.29,-2.08,-0.17,-0.05,-0.34
18:56:47:9744,-8.51,4.29,-2.11,-0.26,-0.13,-0.31
18:56:47:9944,-8.52,4.28,-2.17,-0.27,0.19,-0.34
