Time,Ax,Ay,Az,Gx,Gy,Gz
18:44:31:5893,-7.64,-0.33,6.12,-0.15,-0.11,-0.31
18:44:31:6072,-7.61,-0.34,6.13,-0.15,-0.10,-0.28
18:44:31:6272,-7.63,-0.32,6.11,-0.25,-0.20,-0.29
18:44:31:6472,-7.60,-0.34,6.14,-0.14,-0.12,-0.36
18:44:31:6672,-7.61,-0.37,6.10,-0.20,-0.08,-0.37
18:44:31:6872,-7.61,-0.35,6.11,-0.08,0.00,-0.38
18:44:31:7072,-7.61,-0.35,6.13,-0.21,-0.15,-0.36
18:44:31:7272,-7.63,-0.31,6.13,-0.22,-0.20,-0.42
18:44:31:7472,-7.61,-0.33,6.12,-0.13,0.02,-0.43
18:44:31:7672,-7.61,-0.36,6.12,-0.11,-0.14,-0.28
18:44:31:7872,-7.62,-0.36,6.11,-0.27,-0.22,-0.36
18:44:31:8072,-7.63,-0.35,6.13,-0.20,-0.07,-0.37
18:44:31:8272,-7.63,-0.33,6.13,-0.19,-0.03,-0.42
18:44:31:8472,-7.60,-0.34,6.10,-0.15,-0.19,-0.31
18:44:31:8673,-7.63,-0.32,6.09,-0.15,-0.04,-0.36
18:44:31:8873,-7.60,-0.34,6.12,-0.16,-0.02,-0.37
18:44:31:9072,-7.63,-0.34,6.13,-0.20,-0.10,-0.40
18:44:31:9272,-7.62,-0.33,6.12,-0.11,-0.08,-0.35
18:44:31:9473,-7.61,-0.34,6.13,-0.22,-0.06,-0.47
18:44:31:9673,-7.63,-0.34,6.12,-0.21,-0.14,-0.34
18:44:31:9874,-7.62,-0.30,6.12,-0.19,-0.21,-0.32
18:44:32:0074,-7.62,-0.35,6.13,-0.11,-0.10,-0.29
18:44:32:0274,-7.63,-0.35,6.10,-0.17,-0.16,-0.36
18:44:32:0474,-7.62,-0.35,6.13,-0.15,-0.16,-0.31
18:44:32:0674,-7.61,-0.35,6.12,-0.12,-0.12,-0.36
18:44:32:0895,-7.64,-0.32,6.14,-0.23,-0.07,-0.35
18:44:32:1074,-7.62,-0.33,6.15,-0.27,-0.12,-0.37
18:44:32:1274,-7.60,-0.32,6.12,-0.20,-0.36,-0.29
18:44:32:1474,-7.60,-0.34,6.12,-0.23,-0.26,-0.31
18:44:32:1674,-7.60,-0.35,6.14,-0.19,-0.27,-0.35
18:44:32:1874,-7.61,-0.35,6.12,-0.16,-0.21,-0.31
18:44:32:2074,-7.61,-0.34,6.09,-0.21,-0.11,-0.37
18:44:32:2274,-7.62,-0.33,6.10,-0.17,-0.10,-0.37
18:44:32:2474,-7.63,-0.33,6.15,-0.01,-0.02,-0.34
18:44:32:2674,-7.60,-0.33,6.11,-0.12,-0.21,-0.31
18:44:32:2874,-7.62,-0.35,6.13,-0.31,-0.14,-0.33
