Time,Ax,Ay,Az,Gx,Gy,Gz
14:50:09:5988,-2.65,0.41,9.56,-0.24,-0.21,-0.38
14:50:09:6188,-2.67,0.35,9.62,-0.09,-0.17,-0.32
14:50:09:6389,-2.66,0.40,9.58,-0.25,-0.20,-0.43
14:50:09:6588,-2.65,0.35,9.57,-0.23,-0.27,-0.31
14:50:09:6788,-2.67,0.40,9.59,-0.23,-0.24,-0.29
14:50:09:6989,-2.67,0.40,9.63,-0.33,-0.15,-0.41
14:50:09:7188,-2.68,0.39,9.57,-0.20,-0.27,-0.34
14:50:09:7389,-2.66,0.36,9.56,-0.28,-0.05,-0.34
14:50:09:7589,-2.65,0.38,9.58,-0.19,-0.06,-0.42
14:50:09:7789,-2.65,0.37,9.58,-0.17,-0.06,-0.34
14:50:09:7990,-2.65,0.35,9.57,0.00,-0.02,-0.32
14:50:09:8190,-2.65,0.40,9.57,-0.33,-0.23,-0.36
14:50:09:8390,-2.66,0.34,9.62,-0.19,-0.31,-0.32
14:50:09:8590,-2.67,0.37,9.62,-0.38,-0.19,-0.35
14:50:09:8790,-2.67,0.34,9.57,-0.34,-0.13,-0.31
14:50:09:8990,-2.67,0.34,9.60,-0.03,-0.31,-0.36
14:50:09:9190,-2.67,0.39,9.54,-0.49,-0.17,-0.38
14:50:09:9391,-2.69,0.36,9.61,-0.08,0.01,-0.41
14:50:09:9590,-2.66,0.37,9.52,-0.12,-0.14,-0.34
14:50:09:9790,-2.65,0.37,9.64,-0.13,-0.11,-0.40
14:50:09:9990,-2.65,0.41,9.50,-0.35,-0.15,-0.40
14:50:10:0190,-2.65,0.32,9.64,0.21,-0.02,-0.30
14:50:10:0390,-2.65,0.45,9.58,-0.60,-0.10,-0.45
14:50:10:0590,-2.65,0.32,9.62,0.02,-0.12,-0.33
14:50:10:0790,-2.67,0.40,9.56,-0.22,0.00,-0.40
14:50:10:0990,-2.64,0.38,9.59,-0.21,-0.10,-0.45
14:50:10:1190,-2.70,0.37,9.62,-0.17,0.05,-0.38
14:50:10:1390,-2.65,0.37,9.60,-0.10,-0.27,-0.39
14:50:10:1590,-2.68,0.39,9.65,-0.17,-0.13,-0.31
14:50:10:1790,-2.65,0.34,9.58,-0.22,-0.13,-0.40
14:50:10:1991,-2.68,0.32,9.64,-0.09,-0.22,-0.32
14:50:10:2190,-2.65,0.41,9.53,-0.50,-0.03,-0.40
14:50:10:2390,-2.68,0.31,9.61,0.10,-0.07,-0.28
14:50:10:2590,-2.67,0.44,9.57,-0.47,-0.13,-0.47
14:50:10:2790,-2.67,0.37,9.59,-0.13,-0.11,-0.34
14:50:10:2990,-2.67,0.35,9.58,-0.20,-0.30,-0.31
14:50:10:3190,-2.66,0.42,9.58,-0.24,-0.23,-0.35
