Time,Ax,Ay,Az,Gx,Gy,Gz
17:30:24:5008,-0.78,-9.33,-1.56,0.00,-0.14,-0.51
17:30:24:5208,-0.78,-9.34,-1.56,0.02,0.09,-0.67
17:30:24:5408,-0.77,-9.33,-1.55,-0.20,0.07,-0.37
17:30:24:5608,-0.78,-9.39,-1.51,-0.46,-0.12,-0.26
17:30:24:5808,-0.78,-9.36,-1.53,-0.42,-0.20,-0.20
17:30:24:6008,-0.79,-9.33,-1.53,-0.29,-0.15,-0.50
17:30:24:6209,-0.79,-9.31,-1.53,-0.16,0.14,-0.67
17:30:24:6408,-0.79,-9.32,-1.54,-0.13,0.15,-0.63
17:30:24:6608,-0.78,-9.34,-1.55,-0.40,0.25,-0.37
17:30:24:6808,-0.77,-9.36,-1.55,-0.58,0.28,-0.22
17:30:24:7008,-0.78,-9.32,-1.55,-0.20,-0.25,-0.29
17:30:24:7208,-0.81,-9.33,-1.55,0.14,-0.27,-0.45
17:30:24:7408,-0.77,-9.33,-1.52,-0.04,-0.29,-0.45
17:30:24:7609,-0.77,-9.36,-1.56,-0.14,-0.24,-0.28
17:30:24:7808,-0.79,-9.35,-1.55,-0.19,-0.22,-0.31
17:30:24:8008,-0.76,-9.34,-1.55,-0.28,-0.20,-0.28
17:30:24:8208,-0.79,-9.34,-1.56,-0.04,-0.20,-0.29
17:30:24:8408,-0.77,-9.34,-1.54,-0.09,-0.09,-0.26
17:30:24:8608,-0.77,-9.33,-1.53,-0.32,0.04,-0.32
17:30:24:8809,-0.79,-9.35,-1.51,-0.38,0.09,-0.43
17:30:24:9009,-0.78,-9.34,-1.55,-0.06,0.06,-0.45
17:30:24:9209,-0.77,-9.33,-1.58,-0.08,-0.16,-0.31
17:30:24:9409,-0.77,-9.33,-1.52,-0.24,-0.22,-0.22
17:30:24:9609,-0.79,-9.35,-1.54,-0.56,-0.43,-0.29
17:30:24:9809,-0.78,-9.36,-1.52,-0.21,-0.47,-0.36
17:30:25:0009,-0.80,-9.34,-1.52,-0.19,-0.17,-0.37
